tid,attribute,correct_val
0,index,24
0,name,Antonius_Ard
0,surname,Rikino
0,birthyear,1975
0,birthplace,Prague
0,position,Defender
0,team,Toronto_FC
0,city,Stuttgart
0,stadium,Camp_Nou
0,season,2014
0,manager,Kazuhiko_Claybrook
1,index,31
1,name,Abdalla_Susannne
1,surname,Hoare
1,birthyear,1982
1,birthplace,Gulfport
1,position,Midfield
1,team,Valencia_CF
1,city,Montevideo
1,stadium,Constant_Vanden_Stock_Stadium
1,season,2011
1,manager,Veit_Luks
2,index,58
2,name,Alison_Pierdaniele
2,surname,Knauff
2,birthyear,1992
2,birthplace,Mobile
2,position,Defender
2,team,FC_Spartak_Moscow
2,city,Istanbul
2,stadium,Jan_Breydel_Stadium
2,season,2011
2,manager,Yki_Villano
3,index,78
3,name,Annabelle_Katsunori
3,surname,Rouchaleau
3,birthyear,1994
3,birthplace,Wilmington
3,position,Defender
3,team,Valencia_CF
3,city,London
3,stadium,Santiago_Bernabeu_Stadium
3,season,2011
3,manager,Vagan_Smallwood
4,index,93
4,name,Andres_Yahya
4,surname,Wolin
4,birthyear,1980
4,birthplace,Istanbul
4,position,Goalkeeper
4,team,SV_Werder_Bremen
4,city,Barcelona
4,stadium,Boleyn_Ground
4,season,2014
4,manager,Sigenobu_Bodagala
5,index,102
5,name,Anke_Ute
5,surname,Weener
5,birthyear,1995
5,birthplace,Kiev
5,position,Defender
5,team,West_Ham_United_F.C.
5,city,Solna
5,stadium,Balaidos
5,season,2013
5,manager,Aiqun_Levergood
6,index,122
6,name,Abdalla_Susannne
6,surname,Hoare
6,birthyear,1982
6,birthplace,Gulfport
6,position,Midfield
6,team,Valencia_CF
6,city,Montevideo
6,stadium,Constant_Vanden_Stock_Stadium
6,season,2011
6,manager,Veit_Luks
7,index,126
7,name,Annabelle_Katsunori
7,surname,Rouchaleau
7,birthyear,1994
7,birthplace,Wilmington
7,position,Defender
7,team,Valencia_CF
7,city,London
7,stadium,Santiago_Bernabeu_Stadium
7,season,2011
7,manager,Vagan_Smallwood
8,index,156
8,name,Anke_Ute
8,surname,Weener
8,birthyear,1995
8,birthplace,Kiev
8,position,Defender
8,team,Clube_de_Regatas_do_Flamengo
8,city,Rio_de_Janeiro
8,stadium,Stadio_Olimpico
8,season,2013
8,manager,Jeremy_Cantu
9,index,174
9,name,Annabelle_Katsunori
9,surname,Rouchaleau
9,birthyear,1994
9,birthplace,Wilmington
9,position,Defender
9,team,Valencia_CF
9,city,London
9,stadium,Santiago_Bernabeu_Stadium
9,season,2011
9,manager,Vagan_Smallwood
10,index,193
10,name,Alfred_Giovanni
10,surname,Larab
10,birthyear,1990
