index,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
1,brad_zhaofang,dighe,1977,frankfurt,defender,p.a.o.k_fc,tokyo,bmo_field,2012,xiaomin_saoudi
2,asis_sinisa,hennebert,1986,elko,midfield,juventus,salvador,bmo_field,2010,masum_kasprzak
3,bhuwan_percy,bouabdallah,1984,guangzhou,forward,boavista_f.c.,naples,veltins-arena,2015,duckyoung_padhye
4,pierangela_sudha,tulley,1986,greensboro,goalkeeper,p.a.o.k_fc,brasilia,king_power_stadium,2012,sreenivas_wohr
5,caryl_moninder,obermaier,1984,warsaw,forward,vfl_wolfsburg,solna,allianz_arena_olympic_stadium_munich,2011,atsufumi_comparetto
6,luitpold_avra,guyton,1981,des,goalkeeper,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
7,ryoichi_ilan,togni,1992,vienna,forward,fk_partizan,orlando,white_hart_lane,2013,ryouji_dare
8,zhili_vinay,molzberger,1981,florence,goalkeeper,boavista_f.c.,naples,veltins-arena,2013,srikanth_chimia
9,maggie_zhiqiang,dabipi,1980,la,defender,p.a.o.k_fc,munich,allianz_arena_olympic_stadium_munich,2012,sreenivas_wohr
10,guisseppi_abdelmadjid,newstead,1994,istanbul,midfield,juventus,salvador,bmo_field,2012,ilyoung_giese
11,pitro_melek,poulin,1975,buffalo,midfield,fc_kaiserslautern,munich,stadio_olimpico,2012,atsufumi_comparetto
12,nalvo_shaygan,handschuh,1996,missoula,defender,boavista_f.c.,naples,veltins-arena,2015,duckyoung_padhye
13,maggie_zhiqiang,dabipi,1980,la,defender,p.a.o.k_fc,munich,allianz_arena_olympic_stadium_munich,2012,sreenivas_wohr
14,gina_kenta,besancenot,1976,mobile,defender,clube_de_regatas_do_flamengo,rio_de_janeiro,stadio_olimpico,2013,jeremy_cantu
15,takenobu_leighton,derby,1989,savannah,defender,juventus,salvador,bmo_field,2015,sigenobu_bodagala
16,behcet_liu,tomii,1991,myrtle,defender,p.a.o.k_fc,munich,allianz_arena_olympic_stadium_munich,2012,sreenivas_wohr
17,rastislav_stevo,bellosta,1976,cozumel,midfield,the_new_saints_f.c.,arlington,parc_des_princes,2012,mayan_tautenhahn
18,yannick_ronald,schwartzel,1977,beaumont,forward,aalborg_boldspilklub,london,anfield,2014,rosangela_ketz
19,hongsing_marla,kubicka,1993,barcelona,goalkeeper,montpellier_hsc,recife,stade_velodrome,2013,bernando_jesus
20,catherina_loan,kolvik,1980,killeen,defender,forest_green_rovers_f.c.,solna,allianz_arena_olympic_stadium_munich,2012,srikanth_chimia
