index,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
1,Brad_Zhaofang,Dighe,1977,Frankfurt,Defender,P.a.o.k_Fc,Tokyo,BMO_Field,2012,Xiaomin_Saoudi
2,Asis_Sinisa,Hennebert,1986,Elko,Midfield,Juventus,Salvador,BMO_Field,2010,Masum_Kasprzak
3,Bhuwan_Percy,Bouabdallah,1984,Guangzhou,Forward,Boavista_F.C.,Naples,Veltins-Arena,2015,Duckyoung_Padhye
4,Pierangela_Sudha,Tulley,1986,Greensboro,Goalkeeper,P.a.o.k_Fc,Brasilia,King_Power_Stadium,2012,Sreenivas_Wohr
5,Caryl_Moninder,Obermaier,1984,Warsaw,Forward,VfL_Wolfsburg,Solna,Allianz_Arena_Olympic_Stadium_Munich,2011,Atsufumi_Comparetto
6,Luitpold_Avra,Guyton,1981,Des,Goalkeeper,Valencia_CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Veit_Luks
7,Ryoichi_Ilan,Togni,192,Vienna,Forward,FK_Partizan,Orlando,White_Hart_Lane,2013,Ryouji_Dare
8,Zhili_Vinay,Molzberger,1981,Florence,Goalkeeper,Boavista_F.C.,Naples,empty,2013,Srikanth_Chimia
9,Maggie_Zhiqiang,Dabipi,1980,empty,Defender,P.a.o.k_Fc,Munich,Allianz_Arena_Olympic_Stadium_Munich,2012,Sreenivas_Wohr
10,Guisseppi_Abdelmadjid,Newsead,1994,Istanbul,Midfield,Juventus,Salvador,BMO_Field,2012,IlYoung_Giese
11,Pitro_Melek,Poulin,1975,empty,Midfield,FC_Kaiserslautern,Munich,Stadio_Olimpico,2012,Atsufumi_Comparetto
12,Nalvo_Shaygan,Handschuh,1996,Missoula,Deefnder,Boavista_F.C.,Naples,Veltins-Arena,2015,Duckyoung_Padhye
13,Maggie_Zhiqiang,Dabipi,1980,La,Defender,P.a.o.k_Fc,Munich,Allianz_Arena_Olympic_Stadium_Munich,2012,Sreenivas_Wohr
14,Gina_Kenta,Besancenot,1976,Mobile,empty,Clube_de_Regatas_do_Flamengo,Rio_de_Janeiro,Stadio_Olimpico,2013,Jeremy_Cantu
15,Takenobu_Leighton,Derby,1989,Savannah,Defender,Juventus,Salvador,BMO_Field,2015,Sigenobu_Bodagala
16,Behcet_Liu,Tomii,1991,Myrtle,Defender,P.a.o.k_Fc,Munich,Allianz_Arena_Olympic_Stadium_Munich,2012,Sreenivas_Wohr
17,Rastislav_Stevo,Bellosta,1976,Cozumel,Midfield,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2012,Mayan_Tautenhahn
